Fighter_iD,Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
1067,Vik Grujic, 6-6-0,"5' 11""",170,"73""",Orthodox,"Feb 06, 1977",2.24,48,3.39,41,1.18,33,26,0.4
1068,Alexander Gustafsson, 18-7-0,"6' 5""",205,"79""",Orthodox,"Jan 15, 1987",4.02,40,3.42,51,1.54,39,83,0.4
1069,Derek Getzel, 8-5-0,"6' 0""",155,--,,--,0,0,0,0,0,0,0,0
1070,Karine Gevorgyan, 3-3-0,"5' 4""",125,"63""",,"Mar 09, 1989",1.2,20,1.8,76,0,0,0,0
1071,David Gomez, 1-2-0,--,155,--,,"Aug 08, 1983",0,0,0,0,0,0,0,0
1072,Nick Garcia, 8-3-0 (1 NC),"5' 4""",125,--,,--,0.67,25,3.03,50,0,0,83,5.1
1073,Rodrigo Gracie, 6-2-1,"6' 0""",183,--,Orthodox,"Apr 11, 1975",1.34,51,0.86,46,1.49,50,75,0.4
1074,Chase Gormley, 14-6-0 (1 NC),"6' 3""",265,--,Orthodox,--,3.6,42,6.03,44,3.12,42,0,1
1075,Tom Gallicchio, 19-10-0,"5' 10""",170,--,Southpaw,"Sep 23, 1986",3.53,26,7.07,43,1,11,0,0
1076,Andre Galvao, 5-2-0,"5' 7""",168,--,Orthodox,"Sep 29, 1982",2.34,52,1.56,58,2.02,27,0,2.8
1077,Frank Gomez, 10-6-0,"5' 10""",135,"67""",Orthodox,"Mar 31, 1986",1.52,48,0.79,66,1.14,60,70,0.8
1078,Lyman Good, 21-6-0 (1 NC),"6' 0""",170,"74""",Orthodox,"May 26, 1985",5.34,48,4.01,63,0.27,100,75,0
1079,Edson Gomez, 6-2-0,"5' 8""",170,"69""",Switch,"Feb 23, 1991",2.66,32,8.78,45,0,0,0,0
1080,Chad George, 16-8-0,"5' 6""",135,"68""",Southpaw,"Apr 30, 1982",1.26,50,1.11,65,3.08,46,0,1.3
1081,Tim Gorman, 9-4-0,"5' 5""",135,--,Southpaw,"Apr 29, 1983",2.73,31,5.57,46,1,9,33,0
1082,Royler Gracie, 5-5-1,"5' 8""",150,--,Southpaw,"Dec 06, 1965",0,0,0,0,0,0,0,0
1083,Sean Gannon, 2-1-0,"6' 3""",265,--,Southpaw,--,0,0,6.38,28,0,0,50,0
1084,Thibault Gouti, 12-5-0,"5' 10""",155,"72""",Orthodox,"Feb 27, 1987",3.68,34,5.64,50,1.23,80,83,0.3
1085,Manuel Gaxhja, 7-0-0,"5' 10""",145,--,,"Jul 23, 1997",0,0,0,0,0,0,0,0
1086,Shamil Gamzatov, 14-0-0,"6' 2""",205,"76""",Orthodox,"Aug 09, 1990",4.27,46,2.13,58,0,0,50,0
1087,Forrest Griffin, 19-7-0,"6' 3""",205,"77""",Orthodox,"Mar 16, 1979",4.38,36,2.81,61,1.05,48,57,0.7
1088,Cody Garbrandt, 12-4-0,"5' 8""",135,"65""",Orthodox,"Jul 07, 1991",3.17,38,4.14,61,1.05,32,83,0
1089,Alex Garcia, 15-6-0,"5' 9""",170,"72""",Orthodox,"Jul 14, 1987",1.81,31,3.03,59,3.72,52,66,0.1
1090,Jonny Goh, 3-4-0,"5' 11""",155,--,,--,0,0,0,0,0,0,0,0
1091,Steven Graham, 2-1-0,"6' 1""",290,--,Orthodox,--,0,0,0,0,0,0,0,0
1092,Krishaun Gilmore, 0-1-0,--,--,--,,--,0,0,0,0,0,0,0,0
1093,Dwight Grant, 11-3-0,"6' 1""",170,"76""",Switch,"Sep 14, 1984",3.36,36,2.17,64,0.5,100,71,0
1094,Justin Gonzales, 6-0-0,"5' 9""",145,"72""",Orthodox,"Apr 28, 1991",6.67,80,0.87,43,14,73,100,0
1095,Neil Grove, 12-8-1,"6' 6""",265,--,Orthodox,"Jan 18, 1971",0,0,0,0,0,0,100,14.3
1096,Willie Gates, 12-7-0,"5' 8""",125,"72""",Orthodox,"Jan 21, 1987",1.8,38,4.28,38,0,0,67,0.4
1097,Joe Giannetti, 6-1-0,"6' 0""",155,"74""",Southpaw,"Jul 05, 1995",1.93,38,2.8,40,1,16,0,0
1098,Fabio Gurgel, 3-2-0,"6' 0""",205,--,Orthodox,--,0,0,0,0,0,0,0,0
1099,Wilson Gouveia, 14-8-0,"6' 1""",185,"76""",Orthodox,"Oct 03, 1978",3.02,39,4.06,56,0.9,66,57,2.2
1100,Chad Griggs, 11-3-0,"6' 1""",205,"73""",Orthodox,"May 15, 1978",2.67,50,2.22,46,1.51,66,41,0
1101,Jordan Goodwin, 0-0-0,--,155,--,,--,0,0,0,0,0,0,0,0
1102,Matt Grice, 15-5-0,"5' 8""",145,"70""",Orthodox,"Jul 29, 1981",4.09,53,2.69,56,2.19,37,82,0.5
1103,Jason Guida, 19-28-0 (2 NC),"5' 10""",214,--,,"Aug 04, 1977",1.87,40,3.33,52,1,14,50,1
1104,Tony Gravely, 21-6-0,"5' 5""",135,"69""",Orthodox,"Sep 28, 1991",4.01,54,3.11,45,6.11,54,52,0.6
1105,Chuck Grigsby, 23-10-0,"6' 6""",205,--,Orthodox,--,0.71,16,3.29,46,0,0,66,0
1106,Silvana Gomez Juarez, 6-2-0,"5' 3""",125,--,Orthodox,"Jun 12, 1984",0,0,0,0,0,0,0,0
1107,Lance Gibson, 4-5-0,"5' 9""",185,--,Orthodox,"Nov 20, 1970",1.21,75,6.44,20,0,0,0,0
1108,Hannah Goldy, 5-1-0,"5' 4""",125,"61""",Orthodox,"May 18, 1992",6.53,46,3.9,55,0,0,66,0
1109,John Gunderson, 35-16-2,"5' 9""",155,"69""",Orthodox,"Jan 05, 1979",1.04,27,1.71,58,1.67,33,11,2
1110,Joey Gambino, 9-2-0,"5' 7""",145,--,Orthodox,"Oct 26, 1988",2.47,35,2.53,51,0,0,42,0.8
1111,Ariel Gandulla, 7-9-0 (1 NC),"5' 11""",205,--,Orthodox,"May 07, 1968",1.95,23,2.07,72,1.88,66,0,0
1112,Shannon Gugerty, 15-7-0,"5' 10""",155,"71""",Orthodox,"Dec 30, 1981",1.25,39,1.88,58,2.13,27,50,3.4
1113,Billy Giovanella, 9-5-0,"5' 8""",125,--,,"Aug 20, 1985",1.27,40,2.02,52,0.87,12,100,1.7
1114,Brian Geraghty, 26-18-1,"5' 7""",155,--,Orthodox,"Nov 04, 1980",0.47,25,9.77,36,0,0,50,0
1115,Loopy Godinez, 5-1-0,"5' 2""",115,"61""",Orthodox,"Sep 06, 1993",2.67,54,2.07,64,3,33,85,0
1116,David Gardner, 18-21-0,"5' 11""",155,--,Orthodox,"May 17, 1977",0.17,100,0.34,0,0,0,66,0
1117,Tyson Griffin, 16-8-0,"5' 6""",145,"68""",Orthodox,"Apr 20, 1984",3.71,41,2.3,65,1.87,46,59,0.9
1118,Jason Glaza, 3-2-0,"6' 0""",230,--,,--,4.34,54,0.43,40,4.34,100,0,4.3
1119,Max Griffin, 17-8-0,"5' 11""",170,"76""",Orthodox,"Nov 29, 1985",4.14,48,3.94,56,1.7,51,66,0.5
1120,Justin Governale, 5-5-0,--,145,--,,--,0,0,0,0,0,0,0,0
1121,Sam Greco, 3-1-1,"6' 2""",205,--,Orthodox,"May 03, 1967",2.4,75,1.33,53,0,0,25,1
1122,Fabricio Guerreiro, 21-5-0 (1 NC),"5' 10""",145,--,,"Jul 24, 1990",1.87,31,2.2,67,2,50,0,0
1123,Jason Gilliam, 14-9-0,"6' 0""",170,--,Orthodox,--,0.79,33,3.14,42,0,0,0,0
1124,Justin Guthrie, 18-9-0,"6' 1""",170,--,,"Jan 19, 1981",0.16,33,3.74,14,2.44,25,0,4.9
1125,Bob Gilstrap, 5-7-0,"6' 3""",200,--,Orthodox,--,0,0,0,0,0,0,0,0
1126,Ricky Glenn, 22-6-1,"6' 0""",145,"70""",Southpaw,"Apr 12, 1989",4.39,42,4.27,53,0.66,13,66,0.3
1127,Claudia Gadelha, 18-5-0,"5' 4""",115,"63""",Orthodox,"Dec 07, 1988",3.31,41,4.57,57,3.03,42,58,0.7
1128,Kenny Giddens, 12-7-0,"5' 11""",155,--,,--,0,0,0,0,0,0,0,0
1129,Miranda Granger, 7-2-0,"5' 7""",125,"68""",Orthodox,"Apr 13, 1992",2.91,48,2.64,59,0,0,40,0
1130,Demetrius Gioulacos, 0-1-0,"5' 11""",185,--,,--,0,0,0,0,0,0,0,0
1131,Crosley Gracie, 2-2-0,"5' 9""",190,--,Orthodox,"Jul 18, 1979",1.69,37,1.54,60,3.46,85,50,0.6
1132,Rolles Gracie, 8-4-0,"6' 4""",242,--,Orthodox,"Jul 14, 1978",2.3,32,3.38,55,2.3,10,0,0
1133,Louis Gaudinot, 8-4-0 (1 NC),"5' 3""",125,"63""",Orthodox,"Aug 28, 1984",2.34,37,6.42,48,0.57,40,31,1.1
1134,Gabriel Gonzaga, 17-11-0,"6' 2""",242,"76""",Orthodox,"May 18, 1979",2.12,45,2.94,57,2.8,39,66,1.1
1135,Nick Gonzalez, 17-12-0 (1 NC),"5' 6""",155,--,Orthodox,"Mar 03, 1981",0.59,20,2.35,33,0,0,50,0
1136,Shelton Graves, 7-3-0,"6' 2""",255,"76""",Southpaw,"Oct 23, 1985",2.19,69,0.81,33,4.86,57,0,0
1137,Ryan Gracie, 5-2-0,"5' 9""",200,--,Orthodox,"Aug 14, 1974",0.82,61,0.5,40,2.83,75,25,0.9
1138,Garrett Gross, 11-7-0,"5' 9""",155,--,Orthodox,"Aug 08, 1988",2.39,45,1.67,46,0,0,52,0
1139,Davey Grant, 13-5-0,"5' 8""",135,"69""",Orthodox,"Dec 18, 1985",4.21,47,3.25,56,2.07,46,60,0.2
1140,Horacio Gutierrez, 4-3-0,"5' 10""",145,--,,"Sep 15, 1990",0.86,26,2.91,46,0,0,50,0
1141,Scott Graham, 3-1-0,"6' 4""",185,--,Orthodox,--,0.91,42,2.27,28,0,0,0,0
1142,Jordan Griffin, 18-9-0,"5' 10""",145,"73""",Southpaw,"Feb 28, 1990",2.52,46,3.02,50,1.45,35,42,1.9
1143,Pablo Garza, 12-4-0,"6' 1""",145,"73""",Orthodox,"Sep 16, 1983",3.37,44,2.7,50,0.94,25,15,1.3
1144,Rickson Gracie, 11-0-0,"5' 10""",185,--,Switch,"Nov 20, 1958",0,0,0,0,0,0,0,0
1145,TJ Grant, 21-5-0,"5' 10""",155,"72""",Orthodox,"Feb 26, 1984",3.95,54,3.21,56,1.63,43,36,0.6
1146,Jesse Gillespie, 3-2-0,--,185,--,,--,0,0,0,0,0,0,0,0
1147,Alex Gorgees, 6-1-0,"6' 2""",155,"74""",Switch,"Aug 11, 1995",0.67,32,2.27,38,0,0,54,0
1148,Akihiro Gono, 35-21-8,"5' 7""",170,"68""",Switch,"Oct 07, 1974",2.18,48,2.67,63,1.01,84,46,0.5
1149,Leonard Garcia, 18-13-1,"5' 10""",145,"68""",Orthodox,"Jul 14, 1979",2.77,24,4.79,52,0.3,26,42,0.5
1150,Zelg Galesic, 11-9-0,"6' 2""",185,--,Orthodox,"Feb 16, 1979",4.86,62,0.61,66,1.3,100,20,1.3
1151,Igor Gracie, 5-4-0,"5' 11""",170,--,,"Feb 04, 1980",1.86,60,0.99,50,3.72,50,0,3.7
1152,James Giboo, 13-5-0,"5' 11""",170,--,Orthodox,"Jan 06, 1978",1.2,27,7.08,39,0,0,0,0
1153,Elias Garcia, 6-2-0,"5' 5""",125,"67""",Southpaw,"Sep 13, 1992",1.59,27,5.05,50,0.68,14,33,1.4
1154,Turrell Galloway, 8-6-0,"5' 3""",145,--,,--,0,0,0,0,0,0,0,0
1155,Chris Gruetzemacher, 14-4-0,"5' 8""",155,"68""",Orthodox,"Jun 16, 1986",7.02,57,5.54,55,0,0,62,0
1156,Mickey Gall, 6-3-0,"6' 2""",170,"74""",Switch,"Jan 22, 1992",2.55,46,3.65,42,1.15,26,40,2.1
1157,Renzo Gracie, 13-7-1 (1 NC),"5' 10""",185,--,Orthodox,"Mar 11, 1967",1.71,41,1.67,55,1.13,20,40,0.8
1158,Alavutdin Gadjiev, 18-13-1,"6' 2""",185,--,Orthodox,"Jun 23, 1982",0.99,27,0.99,57,0,0,50,0
1159,Alexa Grasso, 13-3-0,"5' 5""",125,"66""",Orthodox,"Aug 09, 1993",4.96,43,3.61,64,0.28,40,60,0.6
1160,Bobby Green, 27-11-1,"5' 10""",155,"71""",Orthodox,"Sep 09, 1986",5.17,51,3.32,63,1.56,41,72,0.3
1161,Todd Gouwenberg, 9-5-0,"6' 1""",205,--,Orthodox,"Sep 25, 1974",0.52,23,2.93,42,1.57,33,50,0
1162,Daniel Gracie, 5-4-1,"6' 2""",225,--,Orthodox,--,1.9,38,1.33,59,0.36,100,80,2.1
1163,Jorge Gurgel, 14-10-0,"5' 7""",155,"69""",Orthodox,"Jan 25, 1977",3.37,32,3.62,62,0.81,23,60,0.5
1164,Rafa Garcia, 12-1-0,"5' 7""",155,"70""",Orthodox,"Aug 05, 1994",3.47,23,6.6,54,0,0,100,0
1165,Thomas Gifford, 14-9-0 (2 NC),"6' 1""",155,"75""",Orthodox,"Jul 26, 1992",3.97,37,6.45,37,0.5,33,33,0
1166,Joseph Gigliotti, 7-2-0,"5' 11""",185,--,Orthodox,"Aug 13, 1993",1.04,39,2.92,45,1.56,100,50,0.8
1167,Gregor Gillespie, 14-1-0,"5' 7""",155,"71""",Orthodox,"Nov 13, 1986",3.74,52,2.3,57,6.86,48,100,0.8
1168,Fabian Gonzalez, 2-1-0,"5' 10""",135,--,,--,3.9,48,4.39,51,0,0,66,0
1169,Kier Gooch, 2-7-0,--,155,--,,"Apr 21, 1986",0,0,0,0,0,0,0,0
1170,Brian Gassaway, 29-20-2 (1 NC),"6' 1""",170,--,Orthodox,"Aug 07, 1972",0.34,26,3.65,44,0,0,42,0
1171,Ralek Gracie, 3-1-0,"6' 2""",210,--,Orthodox,"Oct 04, 1985",1.61,46,1.05,55,2.5,75,0,1.7
1172,Mark Godbeer, 13-4-0,"6' 4""",240,"77""",Orthodox,"Nov 22, 1983",3.97,53,3.3,54,0,0,28,0
1173,Kevin Gray, 9-4-0,"5' 4""",125,"67""",Orthodox,"May 03, 1985",3.45,62,4.48,66,0,0,0,0
1174,Mike Grundy, 12-3-0,"5' 7""",145,"72""",Orthodox,"Jan 03, 1987",2.14,45,4.56,56,3.78,26,50,0.4
1175,Clint Godfrey, 13-3-0,"5' 6""",135,--,Southpaw,"Oct 21, 1982",0.57,31,0.96,65,0.85,25,50,0
1176,Trevin Giles, 14-2-0,"6' 0""",185,"74""",Orthodox,"Aug 06, 1992",3.26,56,1.88,62,1.37,80,79,0.3
1177,Dave Galera, 5-1-0,"5' 11""",135,--,Orthodox,"Jan 12, 1978",1.67,69,0.53,33,0,0,14,2
1178,Cesar Gracie, 0-1-0,"5' 10""",181,--,Orthodox,--,0,0,17.14,50,0,0,0,0
1179,Mikey Gonzalez, 7-2-0,"5' 11""",155,"74""",Orthodox,"Aug 13, 1985",0.91,16,14.55,11,0,0,0,0
1180,Eddie Gordon, 8-4-0,"6' 0""",185,"76""",Orthodox,"Jul 22, 1983",2.03,32,2.57,60,1.93,83,63,0
1181,Desmond Green, 23-8-0,"5' 10""",155,"73""",Southpaw,"Oct 11, 1989",3.7,46,2.51,69,1.62,50,75,0
1182,Ciryl Gane, 8-0-0,"6' 4""",245,"81""",Orthodox,"Apr 12, 1990",5.04,55,1.85,69,1.13,26,100,0.5
1183,Tiki Ghosn, 10-7-1,"5' 10""",170,--,Orthodox,"Feb 09, 1977",2.78,46,2.94,58,0.41,50,61,0
1184,Lucas Gamaza, 8-4-0,--,170,--,,--,7.57,31,6.99,45,0,0,0,0
1185,Jared Gooden, 17-6-0,"6' 0""",170,"77""",Orthodox,"Dec 05, 1993",4.77,41,7.6,49,0.5,100,83,0
1186,Michael Graves, 6-0-1,"5' 10""",170,"71""",Orthodox,"Jan 08, 1991",1.25,54,1.47,58,4.8,52,66,0.4
1187,Charlene Gellner, 0-4-0,"5' 2""",125,--,,--,2.01,42,3.24,43,0,0,0,1.7
1188,Kendall Grove, 23-17-0 (1 NC),"6' 6""",185,"79""",Orthodox,"Nov 12, 1982",2.31,41,2.4,54,0.49,45,56,1.7
1189,Luis Gomez, 4-1-0,"5' 7""",145,"68""",Orthodox,"Jan 28, 1995",1.57,33,4.03,55,4.48,50,33,0
1190,Gerard Gordeau, 2-2-0,"6' 5""",216,--,Orthodox,"Mar 30, 1959",0,0,0,0,0,0,0,0
1191,Marcelo Golm, 6-3-0,"6' 3""",249,"75""",Orthodox,"Sep 15, 1992",4.27,58,4.3,45,0.45,50,87,0.5
1192,James Gabert, 6-4-0,--,178,--,,--,0,0,0,0,0,0,0,0
1193,Jonathan Goulet, 23-12-0 (1 NC),"6' 0""",170,"73""",Orthodox,"Jul 13, 1979",1.61,41,2.01,46,4.17,70,45,0.6
1194,Jorge Gonzalez, 16-4-0,"6' 2""",205,"76""",Orthodox,"Feb 29, 1984",0,0,0,0,0,0,0,0
1195,James Gray, 4-1-0,"5' 9""",135,--,Orthodox,"Oct 25, 1987",2.61,50,18.26,44,0,0,0,0
1196,Mike Guymon, 15-6-1,"6' 0""",170,"74""",Orthodox,"Sep 17, 1974",2.75,65,0.79,66,1.87,37,54,1.2
1197,Edgar Garcia, 14-5-0,"5' 10""",170,"71""",Orthodox,"Feb 22, 1984",3.16,29,4.23,60,2.21,57,50,0.6
1198,Darrel Gholar, 5-6-0,"5' 8""",194,--,Orthodox,--,0,0,0,0,0,0,0,0
1199,Hugo Govea, 0-1-0,--,--,--,,--,0,0,0,0,0,0,0,0
1200,Rodrigo Gripp de Sousa, 7-9-0,"5' 11""",205,--,Orthodox,--,0.48,23,4.81,52,0,0,0,9.6
1201,Brad Gumm, 10-6-1 (1 NC),"5' 11""",170,--,Orthodox,--,0,0,0,0,0,0,0,0
1202,Nandor Guelmino, 11-5-1,"6' 3""",230,--,,"Dec 20, 1975",3.62,56,3.16,33,0,0,42,0
1203,Fernando Gonzalez, 26-14-0,"5' 9""",170,"68""",Southpaw,"Sep 15, 1983",4.47,47,4.03,65,0.86,33,43,1.4
1204,Joey Gomez, 7-1-0,"5' 10""",155,"71""",Orthodox,"Aug 29, 1989",3.73,49,3.33,50,2,28,0,0
1205,Pearl Gonzalez, 6-3-0,"5' 4""",115,--,Orthodox,"Aug 12, 1986",2.23,37,4.07,57,1.04,11,0,0.5
1206,Maurice Greene, 9-7-0,"6' 7""",258,"80""",Orthodox,"Jul 05, 1986",3.28,45,3.61,45,0,0,27,0.4
1207,He-Man Gipson, 1-2-0,--,--,--,,--,0,0,0,0,0,0,0,0
1208,Daniel Gallemore, 7-3-0,"6' 5""",265,--,,--,3.1,41,6,52,0,0,0,0
1209,Ulysses Gomez, 9-5-0,"5' 6""",125,--,Orthodox,"May 25, 1983",2.72,25,3.57,68,0,0,0,0
1210,Alan Gomez, 2-0-0,--,155,--,,--,0,0,0,0,0,0,0,0
1211,Justin Gaethje, 22-3-0,"5' 11""",155,"70""",Orthodox,"Nov 14, 1988",7.46,59,7.99,55,0,0,69,0
1212,Cody Gibson, 15-7-0,"5' 10""",135,"71""",Orthodox,"Sep 11, 1987",2.47,31,2.54,63,1.85,38,58,0.4
1213,Christos Giagos, 19-8-0,"5' 10""",155,"71""",Orthodox,"Jan 23, 1990",2.93,41,2.77,50,3.38,41,50,0.5
1214,Alejandro Garcia, 14-10-0 (1 NC),"5' 7""",145,--,,--,1.22,62,1.14,65,8.55,87,66,0
1215,Kelvin Gastelum, 17-7-0 (1 NC),"5' 9""",185,"71""",Southpaw,"Oct 24, 1991",3.52,42,3.24,57,1.16,37,62,0.1
1216,Jason Godsey, 16-16-0,"6' 2""",230,--,Orthodox,--,0,0,0,0,0,0,0,0
1217,Melissa Gatto, 6-0-2,"5' 5""",135,--,Orthodox,"Feb 05, 1996",0,0,0,0,0,0,0,0
1218,Azamat Gashimov, 8-3-0,"5' 6""",125,--,Orthodox,"Apr 07, 1990",1.24,21,4.75,53,1.69,25,0,0
1219,Clay Guida, 36-17-0,"5' 7""",155,"70""",Orthodox,"Dec 08, 1981",2.44,34,2.57,63,3.36,38,68,0.7
1220,Jared Gordon, 17-4-0,"5' 9""",145,"68""",Orthodox,"Sep 06, 1988",5.54,56,3.22,60,2.81,39,55,0
1221,Muin Gafurov, 16-2-0,"5' 7""",135,--,,"May 17, 1996",0,0,0,0,0,0,0,0
1222,Allan Goes, 10-5-2,"6' 0""",205,--,Orthodox,"Apr 20, 1971",0.64,52,1.35,41,1.75,40,0,2.6
1223,Ralph Gracie, 6-1-0,"5' 9""",183,--,Orthodox,--,0.86,37,1.72,31,0,0,25,4
1224,Gustavo Gabriel, 13-1-0,"5' 6""",125,--,Orthodox,"Apr 01, 1994",4.06,65,4.26,46,0,0,50,0
1225,Chris Guillen, 13-16-0,"6' 0""",240,--,Orthodox,"Dec 09, 1972",0.82,27,1.91,36,0,0,0,0
1226,Travis Galbraith, 18-7-0,"6' 0""",170,--,Orthodox,"May 18, 1981",2.21,40,3.45,48,1.33,25,0,1.3
1227,Damian Grabowski, 20-5-0,"6' 1""",241,"75""",Orthodox,"May 12, 1980",4,36,7.65,51,0,0,0,0
1228,Josh Grispi, 14-5-0,"5' 11""",145,"74""",Orthodox,"Oct 14, 1988",1.44,41,3.71,50,1.97,36,16,2.2
1229,Gary Goodridge, 23-22-1,"6' 3""",249,--,Orthodox,"Jan 17, 1966",1.84,56,2.14,48,0.4,100,53,0.8
1230,Kultar Gill, 12-8-0,"6' 0""",154,--,Orthodox,"Mar 24, 1979",1.14,50,0.4,41,1.71,66,38,0
1231,Roger Gracie, 8-2-0,"6' 4""",185,"79""",Orthodox,"Sep 26, 1981",1.78,35,1.79,61,1.87,53,60,1.9
1232,Andre Gusmao, 6-3-0,"6' 0""",205,--,Orthodox,"May 19, 1977",2.79,43,3.28,60,0,0,60,0
1233,Eduardo Garagorri, 13-2-0,"5' 9""",145,"70""",Orthodox,"May 28, 1989",3.42,51,2.36,58,0.48,100,61,0
1234,Gabe Green, 10-3-0,"5' 10""",170,"73""",Switch,"May 02, 1993",6.57,46,7.23,49,1,100,57,0.5
1235,Leonardo Guimaraes, 11-5-0 (1 NC),"6' 0""",185,--,Orthodox,"Apr 15, 1982",2.35,56,2.99,44,0,0,52,1
1236,Tebaris Gordon, 3-1-0,"6' 1""",265,--,Orthodox,"Jul 19, 1988",3.53,16,49.41,22,0,0,0,0
1237,Manvel Gamburyan, 15-10-0 (1 NC),"5' 5""",135,"67""",Orthodox,"May 08, 1981",2.13,41,2.83,55,3.26,34,69,0.7
1238,Mateusz Gamrot, 18-1-0 (1 NC),"5' 10""",155,"70""",Southpaw,"Dec 11, 1990",4.26,48,2.2,64,4.91,33,100,0
1239,Israel Giron, 19-5-0,"5' 8""",155,--,,"Jan 16, 1974",0,0,0,0,0,0,0,0
1240,Mike Glenn, 5-6-0,--,205,--,,"Oct 09, 1977",0,0,0,0,0,0,0,0
1241,Melvin Guillard, 32-18-2 (3 NC),"5' 9""",155,"71""",Orthodox,"Mar 30, 1983",2.96,40,1.85,66,1.3,63,61,0.2
1242,John Gunther, 5-1-0,"5' 9""",155,"72""",Orthodox,"Nov 24, 1985",1.65,37,3.72,46,7.08,42,0,0
1243,Brandon Girtz, 14-7-0,"5' 7""",155,--,,"Mar 06, 1985",2.5,60,1.92,47,5.76,100,100,0
1244,Lewis Gonzalez, 11-3-0,"5' 10""",170,--,Orthodox,"Sep 19, 1987",1.4,37,1.87,41,2,33,62,0
1245,Joey Gomez, 6-2-0,"5' 10""",135,"73""",Orthodox,"Jul 21, 1986",2.44,28,4.46,55,0.62,100,50,0
1246,Neiman Gracie, 6-0-0,"6' 0""",170,--,,--,0.77,100,0.38,75,5.77,100,0,5.8
1247,Chase Gibson, 9-5-0,"5' 10""",155,"72""",Orthodox,"Feb 07, 1990",3.13,54,6.4,52,0,0,0,0
1248,Maxim Grishin, 31-9-2,"6' 3""",220,"78""",Orthodox,"May 02, 1984",2.95,44,2.33,56,0.38,33,66,0
1249,Sheila Gaff, 9-7-0,"5' 5""",135,--,Orthodox,"Dec 29, 1989",1.6,50,2.89,28,0,0,20,0
1250,Lee Gibson, 12-4-0,"5' 7""",155,--,,--,0,0,0,0,0,0,0,0
1251,Mitch Gagnon, 12-5-0,"5' 5""",135,"65""",Southpaw,"Oct 10, 1984",2.76,46,2.21,61,1.16,25,65,1.9
1252,Brandon Gaines, 5-21-0,"6' 3""",185,--,,--,0,0,0,0,0,0,0,0
1253,Takanori Gomi, 35-14-0 (1 NC),"5' 7""",155,"70""",Southpaw,"Sep 22, 1978",3.81,41,3.52,60,1.23,65,63,0.8
1254,Marcos Galvao, 18-8-1,"5' 7""",135,--,Orthodox,"Jun 23, 1981",1.97,32,3.86,61,2.27,28,88,1.1
1255,Malcolm Gordon, 12-5-0,"5' 7""",125,"71""",Switch,"May 19, 1990",0.55,13,3.87,54,0,0,0,0
1256,Eric Galvan, 0-0-0,--,155,--,,--,0,0,0,0,0,0,0,0
1257,Rulon Gardner, 1-0-0,"6' 3""",265,--,Orthodox,"Aug 16, 1971",2.05,25,1.45,60,0.75,100,100,0
1258,Joey Gilbert, 2-3-0,"5' 11""",155,--,Orthodox,"Jun 05, 1976",0.61,42,4.44,31,0,0,0,0
1259,Nick Gibbons, 2-1-0,"5' 10""",155,--,,--,0,0,0,0,0,0,0,0
1260,Steve Garcia, 11-4-0,"6' 0""",155,"75""",Southpaw,"May 22, 1992",4.31,55,2.52,36,0.61,25,100,0.6
1261,Royce Gracie, 15-2-3,"6' 1""",175,--,Southpaw,"Dec 12, 1966",0.88,41,1.13,37,0,0,66,0.8
1262,Sergio Gomez, 10-3-0,"5' 6""",155,--,Orthodox,"Apr 29, 1982",1.5,42,1.16,56,2.57,66,31,0
1263,Alex Gilpin, 11-1-0,"5' 7""",145,--,Orthodox,"Mar 26, 1992",6.8,54,12.29,42,2.17,25,0,2.2
1264,Kron Gracie, 5-1-0,"5' 9""",145,"70""",Southpaw,"Jul 11, 1988",5.15,41,8.13,53,0.88,25,0,0.9
1265,Marcelo Guimaraes, 9-2-1,"6' 0""",185,"73""",Orthodox,"Jun 25, 1983",4.67,51,4.41,62,1.99,13,0,0
1266,Chris Hawk, 5-10-0,"6' 1""",205,--,,--,0,0,0,0,0,0,0,0
1267,Daiki Hata, 17-11-7,"5' 6""",139,--,Orthodox,"Aug 24, 1982",1.44,39,1.42,55,0.67,100,35,0.7
1268,Bryan Humes, 6-2-0,--,265,--,,--,0,0,0,0,0,0,0,0
1269,Anthony Hernandez, 8-2-0 (1 NC),"6' 0""",185,"75""",Orthodox,"Oct 18, 1993",4.92,55,5.09,47,3.76,66,70,1.9
1270,Andrew Holbrook, 12-3-0,"5' 11""",155,"70""",Southpaw,"Feb 06, 1986",2.2,49,3,54,0.85,18,10,2.1
1271,Phil Hawes, 11-2-0,"6' 0""",185,"77""",Orthodox,"Jan 08, 1989",3.44,58,3.29,52,2.7,38,100,0.4
1272,Mark Holst, 12-6-0,"6' 0""",155,--,Orthodox,"Aug 14, 1985",0.25,19,1.67,47,0.76,100,60,2.3
1273,Chris Honeycutt, 9-1-0 (1 NC),"5' 10""",170,"73""",,"Jul 25, 1988",2.99,44,1.41,66,3.4,45,75,0
1274,Alvaro Herrera Mendoza, 9-6-0,"6' 0""",155,"74""",Orthodox,"May 14, 1990",1.89,38,3.4,55,0,0,33,1.1
1275,Saeed Hosseini, 0-1-0,--,--,--,,--,0,0,0,0,0,0,0,0
1276,Kevin Holland, 21-7-0,"6' 3""",185,"81""",Orthodox,"Nov 05, 1992",3.74,54,2.33,56,0.92,45,47,0.6
